CITY NAME,ZIP,ADDRESSE ,OWNER,CARE OF,MAIL ADDRESSE,MAIL CITY,MAIL STATE,MAIL ZIP
DELTONA,32738,2479 OTIS AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3074 MAPLESHADE ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2273 VANCE RD,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2489 FOUNDER ST,SFR XII ORLANDO OWNER 1 LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2034 WALLINGFORD ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2940 WILD PEPPER AVE,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,779 WESTLINE AVE,HPA III ACQUISITIONS I LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,758 WESTLINE AVE,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,508 CLOUDCROFT DR,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1074 WORTHINGTON DR,SFR JV-2 DDTL BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3315 CROTON AVE,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,532 TACOMA AVE,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1032 MATTERHORN ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,841 MENTMORE CIR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2657 WINDSOR HEIGHTS ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2581 BEAL ST,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2420 FOUNTAIN RD,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2635 GRAMERCY DR,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,294 S FAIRBAIRN DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2511 DELBARTON AVE,SFR OWNER ML BORROWER LLC,"RYAN, LLC",PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,609 BRUNSWICK TER,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2366 FAIRGREN AVE,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,940 LOVINGTON DR,2018-4 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2759 KINGSDALE DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,866 N FAIRBANKS DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2649 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2665 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2900 GILLMAR ST,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2041 BREWSTER DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2709 WINDSOR HEIGHTS ST,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,615 COPPER BEECH BLVD,IH5 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,325 COVENT GARDENS PL,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2034 GREENVIEW DR,MONTGOMERY STREET HOMES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1371 BROKEN PINE RD,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,974 TREADWAY DR,SFR XII NM ORLANDO OWNER 1 LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1410 ASHBOURNE WAY,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3060 CORYDON ST,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,452 KETTERING RD,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2030 W PARKTON DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,586 N GLORIA DR,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,900 N WATT CIR,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,890 COURTLAND BLVD,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2408 S TIPTON DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,204 CITATION AVE,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,710 VICKSBURG ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,178 HEDGEWOOD AVE,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1114 ADIRONDACK ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1702 INGRAM TER,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2745 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2753 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2660 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3209 FIELDCREST TER,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2644 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2640 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1263 SEYBOLD TER,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1931 S PALOMAR DR,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,345 PROVIDENCE BLVD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2830 CHALMER ST,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1270 NAVARRE DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3170 COURTLAND BLVD,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1611 FORT SMITH BLVD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1571 PENDLETON ST,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2111 SHADOW RIDGE DR,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2582 COACHMAN DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2955 O BANNION ST,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,284 DOLIN ST,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,509 GONDOLIER TER,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2832 JEWEL AVE,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,510 GERALDINE DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,722 NARDELLO DR,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1741 TARRYTOWN AVE,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3271 COURTLAND BLVD,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2589 AUBURNDALE ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1412 CEDAR PINE DR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,960 FORT SMITH BLVD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2448 LACKLAND DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1612 FORT SMITH BLVD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3352 MERCHANT TER,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,541 BATTERSEA AVE,SFR JV-HD PROPERTY LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1669 TEMPLEWOOD AVE,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,653 COPPER BEECH BLVD,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,808 COLEMAN AVE,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1688 MONTAGUE ST,TRICON SFR 2020-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1759 SANTEE AVE,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1060 BANNOCK TER,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1599 BONVIEW AVE,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1895 LAREDO DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1556 LARAMORE ST,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3044 MAPLESHADE ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2390 SHEFFIELD DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,931 LEYBURN DR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,317 COVENT GARDENS PL,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3049 VERBENA DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3266 QUAIL DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2561 N WACO DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,485 KETTERING RD,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1416 SAXON BLVD,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1493 JUPITER AVE,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2595 VALMORA CT,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,712 MALTBY DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,147 HEATHER LANE DR,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2789 FAYSON CIR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1434 HOWLAND BLVD,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2269 CLEARWATER DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,981 YELLOWBIRD AVE,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,972 BONDSTONE AVE,SFR JV-1 2020-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3201 SHAFTON AVE,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2677 CORRIGAN DR,THR FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,642 VARDON AVE,SFR XII NM ORLANDO OWNER 1 LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,684 E GOODRICH DR,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1373 WILDBERRY LN,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1466 ELKCAM BLVD,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,809 TRUMBULL ST,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3176 SHAFTON AVE,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1771 MEREDITH AVE,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,122 ROSEDALE DR,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1630 PROVIDENCE BLVD,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2251 BAHAMA ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2957 ALLSTON ST,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,775 W 9TH ST,HPA III ACQUISITIONS I LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2309 OTIS AVE,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,664 SAGAMORE DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2117 E PARKTON DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1098 E DE CARLO DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,940 PRESCOTT BLVD,TRICON SFR 2023-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2699 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2691 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2659 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,896 MCKENNY AVE,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2897 GRAYTON ST,BRODERICK STREET HOMES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2365 DUMAS DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2494 E TIPTON DR,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2331 E TIMBERCREST DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3314 BUCKLAND ST,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,537 PROVIDENCE BLVD,HPA III ACQUISITIONS I LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1041 E LOMBARDY DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2881 SAXON CT,SWAY 2014-1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,900 COURTLAND BLVD,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1601 N MERRICK DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1730 PROVIDENCE BLVD,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3067 MAPLESHADE ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2900 SWEET SPRINGS ST,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3164 TUNISIA DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2138 WEBSTER CT,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2737 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1142 PROVIDENCE BLVD,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1010 BELVEDERE DR,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2680 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2668 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1569 ELKCAM BLVD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2656 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1401 SUMMIT HILL DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2910 KEESLER ST,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2749 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2705 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3160 COURTLAND BLVD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1402 CORONET DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,717 READING TER,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1577 FENTRESS AVE,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1220 KENWAY AVE,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1155 TIVOLI DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3426 HEATH DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1150 S COOPER DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1424 AMBASSADOR AVE,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2692 TANSBORO DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3014 CHAMBERLAIN ST,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,522 GERALDINE DR,TRICON SFR 2024-4 BORROWER LLC,"TRICON C/O RYAN, LLC",PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2930 DERBY DR,IH4 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1760 W FINLAND DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1583 CARMONA CT,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3172 PIGEON COVE ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2112 SWANSON DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,702 N 4TH AVE,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3425 HEATH DR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,944 SHORECREST AVE,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1251 HUMPHREY BLVD,MONTGOMERY STREET HOMES II LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1581 HUNTINGTON ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1874 VAN ALLEN CIR,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3391 GEORGE SAULS ST,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3141 OVERDALE ST,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2980 LAGOON AVE,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,167 HEATHER LANE DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3130 MAPLESHADE ST,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3264 LURAY CT,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2025 EL CAMPO AVE,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,348 CLOVERLEAF BLVD,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,778 SWEETBRIER DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1985 E ACADIAN DR,IH5 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2621 FAIR OAKS DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,662 N HARTLEY CIR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,927 WESTLINE AVE,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,480 PRISCILLA AVE,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1741 TOPAZ TER,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2925 COURTLAND BLVD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
